"ISBN";"1st-Keyword";"2nd-Keyword";"Book-Author";"Year-of-Publication"
"0553297511";"otooles";"hostage";"Sandra Brown";"1997"
"0553297600";"forbidden";"knowledge";"Stephen Donaldson";"1992"
"0553297619";"wild";"rose";"Doris Mortman";"1992"
"055329783X";"whole";"light";"SANDRA BROWN";"1992"
"0553297988";"trilogy,";"academy";"Kevin J. Anderson";"1994"
"0553297996";"apprentice";"trilogy,";"Kevin J. Anderson";"1994"
"055329802X";"champions";"trilogy,";"Kevin J. Anderson";"1994"
"0553298038";"corellian";"corellia";"Roger MacBride Allen";"1998"
"0553298046";"specter";"thrawn,";"Timothy Zahn";"1998"
"0553298054";"corellian";"trilogy,";"Roger MacBride Allen";"1998"
"0553298062";"paperback";"centerpoint";"Roger MacBride Allen";"1998"
"0553298178";"garden";"rama";"Arthur C. Clarke";"1992"
"0553298186";"starfire";"monkeys";"Wilson Rawls";"1992"
"0553298836";"mysteries";"colorado";"KAREN KIJEWSKI";"1990"
"0553298860";"bloodlines";"mysteries";"Susan Conant";"1994"
"0553299441";"magnificent";"rogue";"IRIS JOHANSEN";"1993"
"055329945X";"scoundrel";"beloved";"IRIS JOHANSEN";"1994"
"0553299468";"midnight";"warrior";"IRIS JOHANSEN";"1994"
"0553299476";"rider";"dark";"IRIS JOHANSEN";"1995"
"0553299506";"paperback";"delaware";"Jonathan Kellerman";"1992"
"0553299514";"lullaby";"town";"Robert Crais";"1993"
"0553299611";"inquiry";"morals";"Robert M. Pirsig";"1992"
"0553342495";"medicine";"novel";"Louise Erdrich";"1985"
"0553342762";"adventure";"business";"Tim Cahill";"1989"
"0553344234";"medicine";"love";"Louise Erdrich";"1989"
"055334465X";"language";"cranes";"David Leavitt";"1987"
"0553344862";"river";"the";"David James Duncan";"1988"
"0553346148";"history";"brief";"Stephen W. Hawking";"1990"
"0553346687";"feynman";"adventures";"Richard P. Feynman";"1990"
"0553347233";"queen";"beet";"Louise Erdrich";"1989"
"0553347756";"writers";"living";"Natalie Goldberg";"1990"
"0553347845";"adventures";"character";"Richard P. Feynman";"1992"
"0553348477";"ecotopia";"null";"ERNEST CALLENBACH";"1990"
"0553348973";"woodpecker";"still";"TOM ROBBINS";"1990"
"0553348981";"jitterbug";"perfume";"TOM ROBBINS";"1990"
"0553349481";"attraction";"roadside";"TOM ROBBINS";"1990"
"055334949X";"cowgirls";"blues";"Tom Robbins";"1990"
"0553351397";"mindfulness";"everyday";"Thich Nhat Hahn";"1992"
"0553351672";"doomsday";"book";"Connie Willis";"1992"
"0553353896";"championing";"homecoming";"JOHN BRADSHAW";"1992"
"0553371835";"acquired";"tastes";"Peter Mayle";"1993"
"0553373803";"sacred";"fifth";"Starhawk";"1994"
"0553374524";"intelligence";"companions";"Stanley Coren";"1995"
"0553375067";"intelligence";"emotional";"Daniel Goleman";"1997"
"0553375407";"adventure";"ishmael";"Daniel Quinn";"1995"
"0553377868";"flanders";"panel";"ARTURO PEREZ-REVERTE";"1996"
"0553377876";"pajamas";"asleep";"Tom Robbins";"1995"
"0553377884";"skinny";"legs";"Tom Robbins";"1995"
"0553379011";"story";"the";"DANIEL QUINN";"1997"
"0553379267";"leibowitz";"canticle";"Walter M. Miller Jr.";"1997"
"055337933X";"invalids";"climates";"TOM ROBBINS";"2001"
"0553379534";"emotional";"creating";"Christiane Northrup";"1998"
"0553379615";"forest";"into";"JEAN HEGLAND";"1998"
"0553379658";"ishmael";"my";"Daniel Quinn";"1998"
"0553380095";"heart";"woman";"Maya Angelou";"1997"
"055338015X";"livestock,";"poodle";"Jeanne Marie Laskas";"2002"
"0553380168";"anniversary";"expanded";"STEPHEN HAWKING";"1998"
"0553380281";"roses";"garden";"Carrie Brown";"1999"
"0553380400";"bingo";"null";"Rita Mae Brown";"1999"
"0553380478";"bombay";"ice";"LESLIE FORBES";"1999"
"0553380648";"electric";"koolaid";"Tom Wolfe";"1999"
"0553380672";"loose";"lips";"Rita Mae Brown";"2000"
"0553380958";"bantam";"spectra";"NEAL STEPHENSON";"2000"
"0553380966";"diamond";"bantam";"Neal Stephenson";"2000"
"0553381350";"right";"stuff";"Tom Wolfe";"2001"
"0553382063";"painter";"the";"Will Davenport";"2003"
"0553382179";"reflections";"sink";"MARLA CILLEY";"2002"
"0553382225";"tells";"wolf";"DONNA KAUFFMAN";"2003"
"0553382241";"pushing";"30";"WHITNEY GASKELL";"2003"
"0553382349";"cinderella";"rules";"DONNA KAUFFMAN";"2003"
"0553382411";"gathering";"elegant";"KRIS RADISH";"2003"
"0553408453";"playing";"ashes";"Elizabeth George";"0"
"0553493981";"recruited";"prequel";"Lynn Mason";"2002"
"0553550039";"stories";"luna";"Isabel Allende";"1992"
"0553560204";"lesson";"death";"Jeffery Wilds Deaver";"1994"
"0553560220";"illusion";"null";"Paula Volsky";"1993"
"0553560239";"leavenworth";"inside";"PETE EARLEY";"1993"
"0553560247";"paperback";"chocolate";"DIANE MOTT DAVIDSON";"1993"
"0553560271";"shadows";"null";"John Saul";"1993"
"0553560441";"omaha";"road";"Robert Ludlum";"1993"
"055356045X";"temperatures";"rising";"Sandra Brown";"1993"
"0553560468";"wilderness";"tips";"Margaret Atwood";"1993"
"0553560506";"sarahs";"sin";"Tami Hoag";"1992"
"0553560700";"faith";"acts";"Erich Segal";"1993"
"0553560719";"trilogy,";"rising";"Timothy Zahn";"1998"
"0553560727";"manicdepressive";"brilliant";"Patty Duke";"1993"
"0553560735";"trilogy";"mars";"Kim Stanley Robinson";"1993"
"0553560980";"sideshow";"wish";"Sheri S. Tepper";"1993"
"0553561111";"scruples";"two";"Judith Krantz";"1993"
"0553561189";"mistress";"empire";"Raymond E. Feist";"1993"
"0553561227";"little";"ugly";"Isaac Asimov";"1993"
"0553561278";"elena";"sake";"Elizabeth George";"1993"
"0553561359";"lovers";"null";"Judith Krantz";"1995"
"0553561367";"collection";"spring";"Judith Krantz";"1997"
"0553561375";"jewels";"tessa";"Judith Krantz";"1999"
"0553561405";"serpent";"mage";"Margaret Weis";"1993"
"0553561537";"desire";"null";"Amanda Quick";"1994"
"055356160X";"wolf";"cry";"TAMI HOAG";"1993"
"0553561618";"paradise";"dark";"TAMI HOAG";"1994"
"0553561669";"ishmael";"null";"Daniel Quinn";"1993"
"0553561723";"paperback";"suspense";"LESLIE GLASS";"1995"
"0553562398";"paperback";"mysteries";"RITA MAE BROWN";"1993"
"055356241X";"mars";"null";"Ben Bova";"1993"
"0553562614";"crash";"snow";"Neal Stephenson";"1993"
"0553562703";"more";"than";"Judith Kelman";"1996"
"055356272X";"last";"kiss";"Judith Kelman";"1994"
"0553562738";"doomsday";"book";"Connie Willis";"1993"
"0553562746";"fanta";"c";"Sandra Brown";"1993"
"0553562754";"southern";"ghost";"Carolyn G. Hart";"1996"
"0553562789";"coming";"long";"Sandra Brown";"1997"
"0553562797";"venus";"when";"Deborah Smith";"1999"
"0553562835";"walton";"america";"Sam Walton";"1993"
"0553562940";"uncharted";"territory";"Connie Willis";"1994"
"0553562967";"bellwether";"null";"Connie Willis";"1997"
"0553563149";"brothers";"the";"David James Duncan";"1993"
"0553563327";"hearts";"thief";"TERESA MEDEIROS";"1994"
"0553563335";"fairest";"them";"Teresa Medeiros";"1995"
"0553563343";"breath";"magic";"Teresa Medeiros";"1996"
"0553563386";"autobiography";"schwarzkopf";"H. Norman, General Schwarzkopf";"1993"
"0553563505";"hollow";"the";"Dan Simmons";"1993"
"0553563513";"impact";"point";"Stephen Hunter";"1993"
"0553563521";"paperback";"delaware";"Jonathan Kellerman";"1993"
"0553563696";"paperback";"novel,";"MARGARET WEIS";"1993"
"055356370X";"crackdown";"electronic";"Bruce Sterling";"1993"
"0553563734";"buccaneer";"kings";"RAYMOND FEIST";"1994"
"0553564404";"finnegans";"week";"Joseph Wambaugh";"1996"
"055356451X";"night";"sins";"TAMI HOAG";"1995"
"0553564528";"guilty";"sin";"TAMI HOAG";"1997"
"0553564668";"memoir";"falls";"Mia Farrow";"1998"
"0553564684";"paperback";"cantina";"Kevin J. Anderson";"1995"
"0553564692";"velvet";"null";"Jane Feather";"1996"
"0553564927";"trilogy,";"command";"Timothy Zahn";"1998"
"0553564935";"magician";"riftwar";"RAYMOND FEIST";"1993"
"0553564943";"apprentice";"magician";"RAYMOND FEIST";"1993"
"0553564978";"venus";"envy";"Rita Mae Brown";"1996"
"0553564994";"18901900";"homeland";"John Jakes";"1994"
"0553565060";"deception";"null";"Amanda Quick";"1994"
"0553565079";"paperback";"foundation";"ISAAC ASIMOV";"1994"
"0553565095";"free";"fall";"Robert Crais";"1996"
"0553565214";"daggerspell";"null";"Katharine Kerr";"1993"
"0553565230";"mistress";"perfect";"Betina M. Krahn";"1995"
"0553565249";"unlikely";"angel";"BETINA KRAHN";"1996"
"0553565370";"scandal";"haven";"Carolyn G. Hart";"1995"
"0553565559";"predator,";"aliens";"Steve Perry";"1994"
"0553565699";"assassins";"trilogy,";"ROBIN HOBB";"1998"
"0553565915";"embraced";"light";"Betty J. Eadie";"1994"
"0553566032";"illusion";"scorpio";"Robert Ludlum";"1994"
"0553566040";"missing";"joseph";"Elizabeth George";"1994"
"0553566067";"virtual";"light";"WILLIAM GIBSON";"1994"
"0553566075";"island";"mans";"Carolyn G. Hart";"1994"
"0553566598";"jessicas";"diaries";"Francine Pascal";"1994"
"0553567152";"dont";"die,";"LURLENE MCDANIEL";"1995"
"0553567675";"season";"glory";"David Brin";"1996"
"0553567683";"adams";"fall";"Sandra Brown";"1994"
"0553567713";"paperback";"labyrinth";"MARGARET WEIS";"1994"
"055356773X";"murders";"cereal";"Diane Mott Davidson";"1994"
"0553567764";"prince";"dreams";"Susan Krinard";"1996"
"0553567772";"shadows";"prince";"Susan Krinard";"1996"
"0553568019";"squadron";"series,";"Michael A. Stackpole";"1998"
"0553568027";"wedges";"series,";"Michael A. Stackpole";"1998"
"0553568051";"themselves";"curious";"John Straley";"1995"
"0553568159";"paperback";"jabbas";"Kevin J. Anderson";"1996"
"0553568167";"paperback";"hunters";"Kevin J. Anderson";"1996"
"0553568183";"blue";"moon";"Luanne Rice";"1994"
"055356823X";"amanda";"null";"KAY HOOPER";"1996"
"0553568701";"paperback";"delaware";"Jonathan Kellerman";"1994"
"055356871X";"hammer";"the";"Arthur C. Clarke";"1994"
"0553568728";"paperback";"random";"Kathy Tyers";"1994"
"0553568736";"plague";"angels";"Sheri S. Tepper";"1994"
"0553568760";"natural";"causes";"Michael Palmer";"1995"
"0553568779";"mysteries";"colorado";"Karen Kijewski";"1995"
"0553568884";"darkspell";"null";"Katharine Kerr";"1994"
"0553568914";"paperback";"cocacola";"Kinky Friedman";"1996"
"0553568922";"conquerors";"conquerors";"TIMOTHY ZAHN";"1994"
"0553569031";"forgotten";"gone";"PHILLIP M. MARGOLIN";"1994"
"0553569058";"robber";"bride";"Margaret Atwood";"1995"
"0553569074";"wouldnt";"nothing";"Maya Angelou";"1994"
"0553569082";"after";"dark";"Phillip Margolin";"1996"
"0553569155";"seinlanguage";"null";"Jerry Seinfeld";"1995"
"055356921X";"paperback";"mysteries";"Dianne Day";"1996"
"0553569228";"paperback";"mysteries";"Dianne Day";"1997"
"0553569376";"courtship";"princess";"Dave Wolverton";"1995"
"0553569406";"mistress";"null";"Amanda Quick";"1995"
"0553569414";"absence";"light";"David L. Lindsey";"1995"
"0553569473";"revealed";"bantam";"Arthur C. Clarke";"1995"
"055356949X";"dolley";"madison";"Rita Mae Brown";"1995"
"0553569511";"motherinlaw";"murder";"DOROTHY CANNELL";"1995"
"0553569570";"apocalypse";"watch";"Robert Ludlum";"1996"
"0553569619";"paperback";"delaware";"Jonathan Kellerman";"1994"
"0553569635";"paperback";"delaware";"Jonathan Kellerman";"1995"
"0553569783";"heartstone";"null";"PHILLIP M. MARGOLIN";"1995"
"0553569791";"innocent";"last";"PHILLIP M. MARGOLIN";"1995"
"055356983X";"franks";"secret";"Anne Frank";"1994"
"0553569902";"lions";"bride";"IRIS JOHANSEN";"1996"
"0553569910";"duckling";"ugly";"Iris Johansen";"1997"
"0553570870";"christina";"telling";"Lurlene McDaniel";"2002"
"055357115X";"angels";"until";"Lurlene McDaniel";"1998"
"0553571338";"giver";"the";"LOIS LOWRY";"1999"
"0553571486";"trilogy";"mercy";"Lurlene McDaniel";"2000"
"0553571575";"heavens";"price";"Sandra Brown";"1995"
"0553571583";"breakfast";"bed";"SANDRA BROWN";"1996"
"0553571591";"mystique";"null";"Amanda Quick";"1996"
"0553571656";"beekeepers";"apprentice";"LAURIE R. KING";"1996"
"0553571729";"scream";"the";"Mary Willis Walker";"1995"
"0553571737";"beetles";"cellar";"Mary Willis Walker";"1996"
"0553571745";"paperback";"crystal";"Vonda N. McIntyre";"1995"
"0553571818";"midnight";"after";"IRIS JOHANSEN";"1997"
"0553571834";"haunting";"rachel";"KAY HOOPER";"1999"
"0553571842";"caroline";"after";"Kay Hooper";"1997"
"0553571850";"finding";"laura";"Kay Hooper";"1998"
"0553571885";"mysteries";"horror";"TAMI HOAG";"1998"
"0553571907";"mischief";"null";"Amanda Quick";"1997"
"0553571915";"paperback";"suspense";"LESLIE GLASS";"1996"
"0553571923";"breakheart";"hill";"Thomas H. Cook";"1996"
"0553571931";"chatham";"school";"Thomas H. Cook";"1997"
"0553572024";"murder";"julep";"Carolyn G. Hart";"1996"
"0553572040";"pancake";"killer";"Diane Mott Davidson";"1996"
"0553572202";"selfdefense";"paperback";"Jonathan Kellerman";"1995"
"0553572210";"treatment";"silent";"Michael Palmer";"1996"
"0553572245";"shotgun";"riding";"Rita Mae Brown";"1997"
"055357227X";"delaware";"series,";"JONATHAN KELLERMAN";"1996"
"055357230X";"paperback";"delaware";"Jonathan Kellerman";"1999"
"0553572326";"survival";"fittest";"Jonathan Kellerman";"1998"
"0553572350";"paperback";"monticello";"RITA MAE BROWN";"1995"
"0553572369";"paperback";"mysteries";"RITA MAE BROWN";"1996"
"0553572377";"paperback";"mysteries";"RITA MAE BROWN";"1997"
"0553572393";"green";"mars";"Kim Stanley Robinson";"1995"
"0553572407";"interface";"null";"Stephen Bury";"1997"
"0553572423";"fist";"the";"Frederick Forsyth";"1995"
"0553572490";"vice";"null";"Jane Feather";"1996"
"0553572512";"playing";"ashes";"ELIZABETH GEORGE";"1995"
"055357258X";"suppers";"last";"DIANE MOTT DAVIDSON";"1995"
"0553572733";"crisis,";"before";"Michael P. Kube-McDowell";"1998"
"055357275X";"tyrants";"crisis,";"Michael P. Kube-McDowell";"1998"
"0553572857";"chronicles";"shadow";"George Lucas";"1996"
"055357289X";"chronicles";"shadow";"George Lucas";"1998"
"055357292X";"weather";"heavy";"Bruce Sterling";"1996"
"0553572946";"endymion";"null";"DAN SIMMONS";"1996"
"0553572989";"endymion";"rise";"DAN SIMMONS";"1998"
"0553572997";"alienist";"the";"Caleb Carr";"1995"
"0553573136";"couplehood";"null";"PAUL REISER";"1995"
"0553573209";"firefly";"beach";"Luanne Rice";"2001"
"0553573225";"fires";"home";"Luanne Rice";"1996"
"055357325X";"paperback";"seventh";"Margaret Weis";"1995"
"0553573306";"brightness";"trilogy,";"David Brin";"1996"
"0553573314";"diamond";"the";"Neal Stephenson";"1996"
"0553573357";"blue";"mars";"Kim Stanley Robinson";"1997"
"055357339X";"assassins";"apprentice";"ROBIN HOBB";"1996"
"0553573403";"thrones";"fire,";"George R.R. Martin";"1997"
"0553573411";"assassin";"trilogy,";"ROBIN HOBB";"1997"
"055357342X";"swords";"storm";"GEORGE R.R. MARTIN";"2003"
"0553573608";"murder";"dreams";"Dorothy Cannell";"1996"
"0553573616";"pointand";"have";"ELLEN DEGENERES";"1996"
"0553573705";"innocent";"almost";"Jane Feather";"2001"
"0553573861";"ecothriller";"zodiac";"Neal Stephenson";"1995"
"0553573926";"vertical";"run";"Joseph R. Garber";"1996"
"0553573977";"hancock";"boys";"Thomas William Simpson";"2000"
"0553573985";"gibbons";"decline";"Sheri S. Tepper";"1997"
"0553573993";"talent";"grave";"Laurie R. King";"1995"
"0553574019";"martians";"the";"Kim Stanley Robinson";"2000"
"0553574027";"antarctica";"null";"KIM STANLEY ROBINSON";"1999"
"0553574078";"affair";"null";"Amanda Quick";"1998"
"0553574086";"critical";"judgment";"Michael Palmer";"1998"
"0553574094";"with";"this";"Amanda Quick";"1999"
"0553574108";"thee";"wed";"Amanda Quick";"2000"
"0553574116";"wicked";"widow";"Amanda Quick";"2001"
"0553574132";"shadows";"empire";"Steve Perry";"1998"
"0553574302";"chalice";"blade";"Glenna McReynolds";"1998"
"0553574310";"dream";"stone";"Glenna McReynolds";"2000"
"0553574329";"prince";"time";"Glenna McReynolds";"2001"
"0553574353";"skelter";"murders";"Vincent Bugliosi";"1996"
"0553574469";"standoff";"the";"Chuck Hogan";"1996"
"0553574558";"play";"fool";"Laurie R. King";"1996"
"0553574566";"monstrous";"regiment";"LAURIE R. KING";"1996"
"0553574574";"beach";"music";"Pat Conroy";"1996"
"0553574582";"child";"with";"Laurie R. King";"1997"
"0553574604";"icon";"null";"Frederick Forsyth";"1997"
"0553574639";"paperback";"culinary";"Diane Mott Davidson";"1997"
"0553574663";"grilling";"season";"Diane Mott Davidson";"1998"
"0553574671";"prime";"cut";"Diane Mott Davidson";"2000"
"055357468X";"queen";"save";"Dorothy Cannell";"1998"
"0553574752";"highproteinlow";"carbohydrate";"Michael R. Eades";"1998"
"0553574779";"investigates";"sandringham";"C. C. Benison";"1997"
"0553574892";"mystery";"cloth";"Stephanie Barron";"1997"
"0553574957";"burning";"the";"Phillip Margolin";"1997"
"0553574965";"family";"last";"John R. Miller";"1997"
"0553575007";"enchantment";"touch";"Teresa Medeiros";"1997"
"0553575015";"nobodys";"darling";"TERESA MEDEIROS";"1998"
"0553575023";"charming";"prince";"TERESA MEDEIROS";"1999"
"0553575058";"zero";"bone";"Mary Willis Walker";"1997"
"0553575066";"scotsman";"spurs";"Patricia Potter";"1997"
"0553575090";"deception";"mind";"ELIZABETH GEORGE";"1998"
"0553575104";"pursuit";"proper";"Elizabeth George";"2000"
"0553575236";"diamond";"slipper";"Jane Feather";"1997"
"0553575244";"silver";"rose";"Jane Feather";"1997"
"0553575252";"emerald";"swan";"Jane Feather";"1998"
"0553575260";"paperback";"benjamin";"Barbara Hambly";"1998"
"0553575279";"paperback";"benjamin";"BARBARA HAMBLY";"1999"
"0553575295";"paperback";"benjamin";"Barbara Hambly";"2001"
"055357535X";"stories";"luna";"Isabel Allende";"1992"
"0553575376";"excession";"null";"Iain Banks";"1998"
"0553575384";"nothing";"say";"Connie Willis";"1998"
"0553575406";"murder";"prowl";"RITA MAE BROWN";"1999"
"0553575414";"paperback";"mysteries";"RITA MAE BROWN";"2000"
"0553575422";"nightrunner,";"shadows";"LYNN FLEWELLING";"1996"
"0553575430";"nightrunner,";"stalking";"Lynn Flewelling";"1997"
"055357549X";"bantam";"spectra";"Bruce Sterling";"1997"
"0553575538";"paperback";"stealing";"Kay Hooper";"2000"
"0553575619";"raptor";"red";"ROBERT T. BAKKER";"1996"
"0553575635";"liveship";"traders,";"Robin Hobb";"1999"
"0553575643";"liveship";"traders,";"Robin Hobb";"2000"
"0553575937";"unpleasantness";"paperback";"Stephanie Barron";"1997"
"0553575953";"floaters";"null";"Joseph Wambaugh";"1997"
"0553576003";"tidings";"great";"Sandra Brown";"1999"
"0553576011";"flowers";"send";"SANDRA BROWN";"2000"
"055357602X";"itself";"class";"Sandra Brown";"2000"
"0553576038";"thursdays";"child";"Sandra Brown";"2002"
"0553576046";"morning";"riley";"Sandra Brown";"2001"
"0553576089";"presence";"enemy";"ELIZABETH GEORGE";"1997"
"0553576119";"darksaber";"star";"Kevin J. Anderson";"1996"
"0553576143";"halidon";"the";"Robert Ludlum";"1996"
"0553576232";"shadows";"lace";"Teresa Medeiros";"1996"
"0553576348";"heaven";"hello";"Bill Guggenheim";"1999"
"0553576380";"noir";"null";"K. W. Jeter";"1999"
"0553576399";"distraction";"novel";"Bruce Sterling";"1999"
"0553576437";"when";"wish";"Jane Feather";"1997"
"0553576550";"mysteries";"regulars";"Susan Conant";"1999"
"0553576607";"quieter";"sleep";"Joanne Dobson";"1998"
"0553576615";"northbury";"papers";"Joanne Dobson";"1999"
"0553576623";"miracle";"cure";"Michael Palmer";"1999"
"0553576666";"president";"next";"Joseph Flynn";"2001"
"0553576798";"daughter";"other";"LISA GARDNER";"1999"
"0553576801";"perfect";"husband";"LISA GARDNER";"1997"
